ṭh	46521	0.0030266265848948558
th	86974	0.005658472960483334
ḍ	10277	6.6861506444325E-4
kh	152102	0.009895659096229172
ā	846744	0.055088624513665
dh	97894	0.0063689211947657405
bh	164027	0.01067149198943592
ṃ	378642	0.024634206989483414
ṅ	33643	0.002188792119593681
ṇ	84534	0.005499728116925727
g	143854	0.009359049477514769
d	217776	0.014168367643689131
e	431225	0.028055223427511964
b	116943	0.007608236983671011
c	214021	0.013924069738951913
a	2452887	0.15958326355716745
*	1663030	0.10819567097606869
n	568107	0.036960679032369506
ḷ	6954	4.524228041391807E-4
o	381350	0.024810387742087513
l	83540	0.0054350591109846354
m	425954	0.027712295529810266
§	1663031	0.10819573603543081
j	112105	0.007293479789764575
k	350714	0.02281722912436995
h	182521	0.011874699832368047
i	904054	0.05881717655640536
v	373797	0.024318994380042182
u	307151	0.019983048132607636
t	819596	0.05332239295100028
s	652117	0.042426316043547616
r	254864	0.016581289265764763
gh	15395	0.0010015888797415425
ṭ	75473	0.004910225236812825
jh	14098	9.172068870799784E-4
p	426753	0.02776427796013917
ḍh	1711	1.1131656857666641E-4
ch	31295	0.0020360327373505406
ī	88957	0.005787485675554946
ph	8743	5.688140029607215E-4
y	304102	0.01978468213752274
ū	42708	0.002778555237155037
ñ	134394	0.008743587911918472
