ej	939	6.850241965282623E-5
khu	23309	0.0017004503724043947
ei	1	7.295252359193423E-8
khv	586	4.275017882487346E-5
ñe	3987	2.9086171156104176E-4
ep	4508	3.2886997635243946E-4
ñj	4781	3.487860152930375E-4
en	64096	0.004675964952148616
ñi	1225	8.936684140011943E-5
em	3456	2.521239215337247E-4
kho	34291	0.0025016149864910166
et	55235	0.0040295326406004865
iṭh	2	1.4590504718386845E-7
eṇ	518	3.778940722062193E-5
es	36130	0.0026357746773765837
ño	2420	1.765451070924808E-4
er	3391	2.4738200750024894E-4
eḷ	732	5.340124726929585E-5
ca	96110	0.007011467042420798
och	3	2.1885757077580268E-7
by	5940	4.333379901360893E-4
§ṭh	4472	3.2624368550312983E-4
br	9959	7.265341824520729E-4
bu	5233	3.817605559565918E-4
eṃ	1	7.295252359193423E-8
bo	8036	5.862464795847835E-4
bhī	1225	8.936684140011943E-5
ūkh	166	1.2110118916261081E-5
bi	2009	1.4656161989619587E-4
bb	35826	0.0026135971102046354
īdh	211	1.539298247789812E-5
be	4346	3.1705166753054614E-4
ṃkh	432	3.151549019171559E-5
odh	8062	5.881432451981737E-4
da	62818	0.004582731626998124
ḍhu	3	2.1885757077580268E-7
ākh	509	3.713283450829452E-5
ḍho	109	7.95182507152083E-6
ndh	6430	4.6908472669613706E-4
cu	2938	2.1433451431310274E-4
cs	1	7.295252359193423E-8
ḍhi	202	1.4736409765570714E-5
co	3479	2.5380182957633916E-4
ḍhe	131	9.556780590543383E-6
ci	20771	0.0015152968675280658
ḍha	1022	7.455747911095677E-5
eḍ	56	4.085341321148316E-6
ṅkh	6982	5.093545197188847E-4
e*	135515	0.009886161234560967
ce	17012	0.001241068331345985
cc	31924	0.0023289363631489083
ībh	697	5.0847908943578156E-5
edh	1288	9.396285038641128E-5
ddh	21601	0.0015758474621093712
ṭū	15	1.0942878538790135E-6
ich	32	2.3344807549418952E-6
§ū	386	2.815967410648661E-5
bhū	5904	4.3071169928677965E-4
ubh	3708	2.705079574788921E-4
aṭ	45396	0.003311752760979446
thth	1	7.295252359193423E-8
ḷo	169	1.2328976487036883E-5
